Description,Vague/Not
"Looking for no fee broker free studio Apt in Astoria or LIC.
Not looking for real estate broker or 1 room from 3
I’ll willing to pay up to $1,300
Also interested in 2 bedroom for $2,000",0
"EXCELLENT STUDIO AT GREAT PRICE !!!
RENOVATED AND READY FOR MOVE IN .
FULLY EQUIPPED SEPARATED KITCHEN , STAINLESS STEEL APPS.
THE STUDIO CAN FIT QUEEN SIZE BED WITH EXTRA COUCHES 
SEPARATED DINING SPACE .
GREAT CLOSET SPACE.
24 HOURS DOORMAN BUILDING .
GYM , ROOF DECK .",1
"Office space and office suites at 76 Progress Drive. Huge parking lot. spaces from 500 - 3,000 SF. Larger spaces are $25/SF plus CAM. Prices for individual offices are $375 and up depending on size and location. Nice building. Well managed. Call Ron 203-four six one-0099",0
"Dear roommates..

Looking for a 420 friendly roommate to share my home with. I am offering a room, garage parking, use of the washer and dryer at no extra charge. Also a private bathroom. Utilities included in rent price. Full access of the house. Townhome is spacious, plenty of room. Also if storage is needed, can store in basement. Quiet neighborhood, great location close to every shopping center and stores known to man.

Prefer any age or gender. But should be clean, honest and 420 friendly as I'm very friendly. 🎤You can see all pictures of this place and feel free to contact me just go to ===> http://www.myroom.casa

~¤ This room is already available ¤~


Thank you so much!
Alisha",1
"No Broker's fee and First month free. The gross rent is $1950 + one month free. 
Net effective rent is $1787. NO BROKER FEE. 

Spacious and well priced one-bedroom located on 67th Street and Third Avenue. Since the photos posted, new fridge has been installed and the apartment was repainted. 

Features:
- Stainless steel appliances;
- New renovation;
- Live-in Super;
- Hardwood floor;

Location:
- Dry Cleaners (drop off service), Restaurant/ Nail Salon = right downstairs;
- M66 Bus stop across the street;
- 10 min-walk from Central Park;
- 1 min walk to Food Emporium/ Crunch Fitness/ Gyms.

No Broker's fee and First month free. The gross rent is $1950 + one month free. 
Net effective rent is $1787",1
"Brand New Construction 3 Family Home, Semi Detached, 3 Over 3 Over 3 Bedrooms With 5 Total Bathrooms, Finished Basement With Separate Entrance, Shared Driveway & Private Parking. 

Great for a Large Family to Occupy All Units or Live in One Unit & Rent Out the Other Units to Help You With Your Mortgage & Pay Less Per Month Than What You?re Paying Rent Right Now! 
(We Will Help in Finding You The Right Tenant, At No Cost to You!)

Call/ Text Or Reply To This Ad With Reference P 


Joseph Noor
First Time Home-Buyer Specialist 
Direct: 

www.TopLevelProperties.com
Stop Paying Your Landlord?s Mortgage & Own Your Own Home!",1
"1,350 SF in two connected rooms. $2,300/month. Includes all utilities. Has access to overhead door. Nice space. Two lavatories. Ground floor. Ron 203-four six one-0099",0
"BEAUTIFUL 2 BEDROOMS APARTMENT - REAL HOME.
LOCATED JUST STEPS FROM CENTRAL PARK .
24 HOURS DOORMAN BUILDING .
BIG BEDROOMS WITH EXCELLENT CLOSET SPACE.
LARGE LIVING ROOM WITH DINING SPACE .
SPACIOUS EAT IN KITCHEN .
GYM IN THE BUILDING .
PLEASE EMAIL FOR VIRTUAL TOUR.",0
"Turn key and fully furnished. For sale by owner a very nice home 3.5 miles from the strip and 3 miles away from Fremont. Cul-de-sac last home on a very quiet and nice block. Lower taxes low expenses. And fully open.
Over $60K in upgrades in the past 24 months. New Tile Roof, wood flooring, carpeting, bathroom upgrades, 5th BR down has it's own entrance. Fabulous oversized backyard with pool and waterfall great for entertaining. New paint, base moldings, Don't miss out on this one!!
Balcony, water fall system, fire pit . Over 9100 square feet. RV access.
Beautiful back yard with a huge pool. Fully furnished TurnKey ready to move in. Camera security system installed garage converted to a large room can be used as a separate unit or as a game room whatever you like.

Serious buyers only .

no agents agents are welcome to bring their buyer I'm willing to pay 5000 commission if they do bring the buyer. Not signing a listing agreement please don't waste my time on your time please thank you

 


Side note. Owner willing to do Payment take over with 80k down none negotiable. Payments are 1800 more details available with interested parties",1
"Fast description:
1) Location 14 street East bet. second and first avenues. Closer to second ave.
2) Your private room, with good heat and air conditioned, nice queen bed, we share bathroom and and kitchen, collapsing windows, all nice.
3) Bathroom door next to your room door.
4) I made the living room my room, has a sliding door.
5) First month rent, 890, (is half of the total rent) plus one month security deposit.
6) I am the only person living here, a male professional working in a stable job, now working online.
7) To have a first conversation we can have a Zoom session.
8) Please send all info about work, regular hours, etc. I had roommates for years, no problem ever.
More details below:

This is a slightly modified ad from last time, most pictures are from an old roommate, there is a fairly new queen bed) East Village-Gramercy-Union Square- 14 Street East close to Second Avenue. Peaceful back of the building, view to trees. Available now. Tell me about how I am sure that you can pay the rent and your regular hours. I do not respond to all e-mails and least of all to something like this: ""I am nice and pay my rent on time, call me"" ""when can I see the room?"" I do not need to know anything but work details, income, hours of work because this is small and late night routine work, coming back at 5 in the morning everyday, would wake me up, for example, I am a late going to sleep guy. Make an aprox. picture of your life, leaving physical details of all types out, think about yourself in my position. This is a 4th floor walk up. That said, read on...
Location, location, location... (Old New York proverb)
890 a month, it is a rent stabilized apt. I will show you the lease. Expecting six months minimum. First month rent, and one month security deposit. Shared utilities and Internet connection.
Price now is exactly half the rent.
Your nice private room on 14 Street East, back of the building, nice collapsing windows, plenty of light, wall air conditioner, closet, bathroom next door, we share kitchen and bathroom. Fresh in summer and warm in winter, very good heat. New bed in room. (The pictures are from how another ex-roommate had the room set) You can smoke in your room, I smoke in mine too; hope you open your window to do so...
I closed the living room and made it my room, very private too with a sliding door, close to the kitchen.
I am single, divorced guy, I am not looking for a girlfriend, or companionship, but I am a friendly person. I know that I am good looking, athletic, but I am a fully mature adult, not a kid.
I work for a recognizable institution in the City, I work at home now via computer. I have been a part-timer for them for years and I have other intellectual activities related to the humanities, that is why I need a roommate, I like to travel, read and write. Please tell me about your job, hours, etc, etc, etc
Kitchen with all utensils, pots and pans, good size refrigerator.
Bathroom with bathtub and good water pressure, good size, good hot water. Laundry in building.
In case you are not from NYC let me tell you this is the most sought after area of Manhattan, two blocks from Union Square, my side of 14 street East belongs to Gramercy, across the street starts the East Village, where you will find hopefully in the future thousands of cool restaurants, bars, parks and still find the coolest people on the island. This is where the fun is, or used to be, not dead boring uptown. Do not let scammers try to rent you an apartment with the title ""East Village"" and it is on 59th Street East, or Williamsburg, because you could take a train to get here...Here, no need for Uber or taxi, the fun will be right here, down the stairs. BIKE distance from many jobs in the area, NYC.
Also, as this apt is located two short blocks from Union Square, center where basically you can take one train of the many that stop there and go one shot to uptown and downtown East, up and down cross-town. Look at the map. Trains 4,5,6, W,R,Q, N. Also, cross-town buses and the L train are here 3 minutes walk.
Please imagine that you are in my situation and send all the info about yourself that would be important.
The lease is on my name. I can document all of the above and I am looking for roommate that can prove having a job and an income stable and substantial enough to pay her/his part of the rent.
I would expect the roommate to stay at least 6 months, but I can hear other options.
This is perfect for anyone currently looking for an apartment in the City, and the price is good. Be safe, I know things are difficult now...We will rebound.",1
"Alquilo cuarto en la calle 14 East, a dos cuadras de Union Square a persona trabajadora, mujer u hombre, de buenas costumbres.
890 por mes, un mes de depósito de seguridad y el primer mes para entrar.
Esto es un apartamento, básicamente hay dos cuartos, una cocina y un baño. Tengo un trabajo estable y soy un hombre divorciado de su ex-mujer. Es en la calle 14 Este pero en la parte de atrás del edificio, silencioso y se ven árboles por la ventana. Tiene una buena cama y mesa, silla, closet. Compartimos el baño y la cocina, la sala la hice mi cuarto, con una puerta corrediza. Buena calefacción y aire acondicionado de pared, ventana que abre completamente. Si fuma puede fumar en su cuarto. Necesito una persona con trabajo y honesta. Si trabajas por esta zona es una oportunidad. No se puede tener mascotas porque el contrato lo prohíbe. Soy mente abierta pero serio, dígame cómo se gana la vida, hábleme de usted, mándeme un teléfono y una cuenta de Facebook o Instagram, o algo, por seguridad, si hacemos una cita para ver el cuarto. Solo gente trabajadora y decente, lo demás de su vida no me interesa. Yo no soy un viejo pero tampoco soy un muchacho.",0
"Great location, walk to train, bright individual office or two adjacent. Parking, lavatories, everything included $500/month each or can do a better deal on both. Call Ron 203- four six one -0099",0
"Best location, FREE Parking with Best Roommate EVER!! It's all about CONVENIENCE!!~--7 minutes from 42nd Street or 10 minutes from World Trade Center....Ideal for someone who spends most of their time anywhere in Midtown/Downtown...Immediate access to PATH Trains to Wall Street/WTC, 33rd Street/Penn Station, Midtown, Newark Penn Station--trains A, C, E, 1, 2, 3, 7, B, D, F, S, N, Q, R, M, L.....

It's all about location!!! The commute to Midtown Manhattan is unbelievably closer than any other bureau-even uptown or downtown to midtown.

Beautiful, modern, two clean furnished 3 bedroom apartments with 2 rooms available for share now--with tons of ammenities. Seeking 1 single occupant for each room--right on top of the Holland/Lincoln Tunnels in a wonderfully safe neighborhood in WTC/midtn/hbkn/JC....

-EXTREMELY CONVENIENT 24 hour public transportation at front door
-FREE Parking
-Central Air
-Hi-Speed Internet//WiFi/cable
-very large spacious mirrored closets
-Ideal for college students...
-Purifed/filtered water
-Shopping, banking, restaurants, supermarkets, pharmacy within walking distance
-Laundry pick-available and laundromat on premises
Please no pets, no drugs.
Cleanliness and great hygiene a plus.

Due to high SPAM responses, please send your email address with a description about yourself and a contact number-- best in your search!",1
